,author,comment,line,true
1447,eko H,"gak pernah salah makai kondomnya, salahnya tuh gak tidur denganmu","eko H: gak pernah salah makai kondomnya, salahnya tuh gak tidur denganmu",1
1448,Zahir Raihan,Whats healthy popular tv masih paling versi fullnya disini https://www.Popular-World.com/Apps. ,Zahir Raihan: Whats healthy popular tv masih paling versi fullnya disini https://www.Popular-World.com/Apps. ,0
1449,S D,ma inem belakang bang topik,S D: ma inem belakang bang topik,0
1450,Gigine Ahmad,luar biasa telornya ampe pecah,Gigine Ahmad: luar biasa telornya ampe pecah,1
1451,Lee Shinn,Ini yg d bilang negara islam terbesar. Hahaha. Indonnn. Negara munafik terbesar.,Lee Shinn: Ini yg d bilang negara islam terbesar. Hahaha. Indonnn. Negara munafik terbesar.,0
1452,Joni Bravo,Rere mana no hp nya bikin ngiri ,Joni Bravo: Rere mana no hp nya bikin ngiri ,0
1453,Jaran Goyang,Nikahin puting nya aja biar makin sexy,Jaran Goyang: Nikahin puting nya aja biar makin sexy,0
1454,Eldi 401,mntap y didikan ortux...hehe,Eldi 401: mntap y didikan ortux...hehe,1
1455,Jajang Hadi,Waw bikin geregetan klo deket udah aq cubit,Jajang Hadi: Waw bikin geregetan klo deket udah aq cubit,0
1456,Arief Fahmi,"DiSubscribe lah, masak bilang 3 malah 1 yg di kasih","Arief Fahmi: DiSubscribe lah, masak bilang 3 malah 1 yg di kasih",1
1457,herlambang SC,Wah ni sheraton hotel bandara soehatta ni ,herlambang SC: Wah ni sheraton hotel bandara soehatta ni ,1
1458,Arief Hidayat,ini sapa nama modelnya ?,Arief Hidayat: ini sapa nama modelnya ?,1
1459,Nan'd C Xuafanleishi,sama gw juga terlalu fokus ke situ..hahahaa,Nan'd C Xuafanleishi: sama gw juga terlalu fokus ke situ..hahahaa,1
1460,Bayuerdy 21,Mantap jiwaa kakak kuu muaaaaack komen petama salam croot,Bayuerdy 21: Mantap jiwaa kakak kuu muaaaaack komen petama salam croot,1
1461,bayu afif,waduhh..kalau aku punya pembantu gini sih aku betah di rumah seharian..ku gendong2 dia di rumah..kramas desahan diup kan? Nasir. Hammer Of Thor Pembesar Alat Bere Di kuncilin sama tania ayu dandan ama hehehe @popularmagazine si @sassha kok bisa gede gitu ya hehe,bayu afif: waduhh..kalau aku punya pembantu gini sih aku betah di rumah seharian..ku gendong2 dia di rumah..kramas desahan diup kan? Nasir. Hammer Of Thor Pembesar Alat Bere Di kuncilin sama tania ayu dandan ama hehehe @popularmagazine si @sassha kok bisa gede gitu ya hehe,0
1462,Andy  Adelangga,papanya kena stroke kak,Andy  Adelangga: papanya kena stroke kak,0
1463,ab im,Loh mbak km y masturbasi mbak rajin gk,ab im: Loh mbak km y masturbasi mbak rajin gk,1
1464,ryan hafiz,udah sassha kalo udah gak tahan Ama gw aja dah ngentotnya,ryan hafiz: udah sassha kalo udah gak tahan Ama gw aja dah ngentotnya,1
1465,IpaNx Yakuza,"gua mau belajar masak pakai jari kendor, coba suruh buka pasti terlesing buat ngentot sama mbak nya","IpaNx Yakuza: gua mau belajar masak pakai jari kendor, coba suruh buka pasti terlesing buat ngentot sama mbak nya",0
1466,Ardhi Ardhi,Boong ngewe dulu tuh abis makan malam ama pacar wkwkwk,Ardhi Ardhi: Boong ngewe dulu tuh abis makan malam ama pacar wkwkwk,1
1467,loperkoran,Kami Suka Bemper ! ....,loperkoran: Kami Suka Bemper ! ....,1
1468,Clan Azril,hati hati neng neraka hawiah mengintaimu,Clan Azril: hati hati neng neraka hawiah mengintaimu,1
1469,Edi Suharto,Sasha i  u mantaaabbb mbak bro keren habis. ,Edi Suharto: Sasha i  u mantaaabbb mbak bro keren habis. ,1
1470,Mamas YAn,Pamer belahan....mantap,Mamas YAn: Pamer belahan....mantap,0
1471,Bagas Gaming,auto fokus k dadax mutia!! menghayal pengen nyentuh,Bagas Gaming: auto fokus k dadax mutia!! menghayal pengen nyentuh,1
1472,Hairusaleh Pamekasan,zuxzez yg ingat pasti ingat,Hairusaleh Pamekasan: zuxzez yg ingat pasti ingat,1
1473,ANCA SAPUTRA,Praktekin dong sama aku,ANCA SAPUTRA: Praktekin dong sama aku,1
1474,Samuel Citro,Anying toketnya menggelantung,Samuel Citro: Anying toketnya menggelantung,1
1475,dhik thea,ah masa sih ini fakta atau hoax ?,dhik thea: ah masa sih ini fakta atau hoax ?,1
1476,Muhammad Fadly,Gua gk perlu di kasih kode.,Muhammad Fadly: Gua gk perlu di kasih kode.,1
1477,CHILL IRON HORSE #93,#kamikanmu jengok barang ,CHILL IRON HORSE #93: #kamikanmu jengok barang ,0
1478,Rider Medhok,Ini th inem ..........,Rider Medhok: Ini th inem ..........,0
1479,amir udin,Pose mah pose aja yang sexy. Makin gemuk aku senamnya nyangkut di miss Vhi tampun lagi ,amir udin: Pose mah pose aja yang sexy. Makin gemuk aku senamnya nyangkut di miss Vhi tampun lagi ,0
1480,albi,"Klo gue punya pembantu kyk gini dirumah,,gue betah diem dirumah gk mau kemana mana wkwkwkwk cwenya entot tiap hari","albi: Klo gue punya pembantu kyk gini dirumah,,gue betah diem dirumah gk mau kemana mana wkwkwkwk cwenya entot tiap hari",0
1481,Ocu Culture,*Kalungnya jatuh kebawah*,Ocu Culture: *Kalungnya jatuh kebawah*,1
1482,putra nagari,mirip sibad nih cewek,putra nagari: mirip sibad nih cewek,1
1483,deny ardiyanto,wow wudelnya enak dimasukin konthol..croottt,deny ardiyanto: wow wudelnya enak dimasukin konthol..croottt,1
1484,Engkos Kosasih,Hai babby margaretha...,Engkos Kosasih: Hai babby margaretha...,0
1485,dhik thea,di tunggu episode diana putri selanjutnya yg lebih hot hot hot,dhik thea: di tunggu episode diana putri selanjutnya yg lebih hot hot hot,1
1486,Nasrullah Arfa Adhitya,ngapain pake kondom kalo gitu,Nasrullah Arfa Adhitya: ngapain pake kondom kalo gitu,0
1487,Rieza Wirawan,cewek sabunnya gatsby? lol,Rieza Wirawan: cewek sabunnya gatsby? lol,1
1488,G Bran,video bts photoshoot uda ga ada yaaa..,G Bran: video bts photoshoot uda ga ada yaaa..,1
1489,Sidiq Aziz,Tunjukkin dong puting nya,Sidiq Aziz: Tunjukkin dong puting nya,1
1490,Adena Adena,Sayaaang banget udah cantik tspi ssysng di obral..,Adena Adena: Sayaaang banget udah cantik tspi ssysng di obral..,0
1491,Ji Raya,Sampean njowone ngendi mbak ,Ji Raya: Sampean njowone ngendi mbak ,1
1492,Bims chanell,Kalo ada yang masih kurang nanti sy trainer. ,Bims chanell: Kalo ada yang masih kurang nanti sy trainer. ,1
1493,Deni Kusuma terima Wibowo,Mana lo yg pertama kalinya jdi orang beragama tapi bego,Deni Kusuma terima Wibowo: Mana lo yg pertama kalinya jdi orang beragama tapi bego,0
1494,Admin Tojan,Aduh tante kalo pake kondom nggk enak bangett .. Mending gak wekuk kalo pake kondom mh ..,Admin Tojan: Aduh tante kalo pake kondom nggk enak bangett .. Mending gak wekuk kalo pake kondom mh ..,0
1495,yunus bifahar,konsepnya lebih matang dikit lagi dong,yunus bifahar: konsepnya lebih matang dikit lagi dong,1
1496,Yogi setiawan,sassha ter paporit.. ,Yogi setiawan: sassha ter paporit.. ,1
1497,Suhar Boy,Inem.mkin lbih merasa nanti kondom nie deh,Suhar Boy: Inem.mkin lbih merasa nanti kondom nie deh,0
1498,dhik thea,ini baru masakan favoritku di masakin sama yg spesial pula. mantap!,dhik thea: ini baru masakan favoritku di masakin sama yg spesial pula. mantap!,1
1499,Breandly Jr,apa cmn gw msh nntn video keren ini di 2017?,Breandly Jr: apa cmn gw msh nntn video keren ini di 2017?,1
1500,Ubay096 Ubay,Uhh bikin gua ngiler ajh nih cwe mantaf kk,Ubay096 Ubay: Uhh bikin gua ngiler ajh nih cwe mantaf kk,0
1501,mark Marqendat 93,Sasa badanya makin melar . kebanyakan pejuh,mark Marqendat 93: Sasa badanya makin melar . kebanyakan pejuh,1
1502,Nana Maulana,langsung tancap za lw kita sebagai kameraman......,Nana Maulana: langsung tancap za lw kita sebagai kameraman......,1
1503,RIFDAN Gaming,No mu sasha nya juga liatin apa :D,RIFDAN Gaming: No mu sasha nya juga liatin apa :D,0
1504,Viagra-Asli. org,Terima kasih Kak ....,Viagra-Asli. org: Terima kasih Kak ....,1
1505,Ganjar Ginanjar,nah kaya gini keliatan salah fokuss hahahaha,Ganjar Ginanjar: nah kaya gini keliatan salah fokuss hahahaha,0
1506,Rado S,Smasa SMA pembantu drmh mcam inem tpi ak ngk trgoda cm pcr ku aj yg cmburu,Rado S: Smasa SMA pembantu drmh mcam inem tpi ak ngk trgoda cm pcr ku aj yg cmburu,1
1507,Nadzar Pandu Romadhan,Suka yg begini  full body,Nadzar Pandu Romadhan: Suka yg begini  full body,1
1508,Tria Lais,Takutnya ada efek sampingnya,Tria Lais: Takutnya ada efek sampingnya,1
1509,Buhriadi Adi,Lihat dadanya langsung bangun adik q gak mau tidur maunya berdiri terus....,Buhriadi Adi: Lihat dadanya langsung bangun adik q gak mau tidur maunya berdiri terus....,0
1510,Demynk7 Prabu,Mbak praktek sama saya gak,Demynk7 Prabu: Mbak praktek sama saya gak,0
1511,Dimas Hanugrah,Menit 3.27 - 3.28 Sedikit terlihat Dan malu malu...,Dimas Hanugrah: Menit 3.27 - 3.28 Sedikit terlihat Dan malu malu...,1
1512,andika widianto,fokusssssssssssssssssssssssssssssssssss,andika widianto: fokusssssssssssssssssssssssssssssssssss,1
1513,Anastasia Taruli,Coba ada video yg sedikit kurang ajar,Anastasia Taruli: Coba ada video yg sedikit kurang ajar,0
1514,oke septiyanto,Jadi cameramen ny gue mau..??,oke septiyanto: Jadi cameramen ny gue mau..??,1
1515,Qee Lanna,Jadi setiap hari Kamu tuh olahdada yah?,Qee Lanna: Jadi setiap hari Kamu tuh olahdada yah?,1
1516,Dani Lucky,cocok bngt tip nya bg kaum adam hehehe,Dani Lucky: cocok bngt tip nya bg kaum adam hehehe,1
1517,Febri Kriss Aryadi,pengen deh punya art ky gini ,Febri Kriss Aryadi: pengen deh punya art ky gini ,0
1518,arif telolet,susune gede nget hehehehe gurih koh,arif telolet: susune gede nget hehehehe gurih koh,1
1519,java island,Manteb ada den dimas... ,java island: Manteb ada den dimas... ,1
1520,lais kaka,Lumayan buat bahan coli gan,lais kaka: Lumayan buat bahan coli gan,0
1521,Denny Setyo,Gila aja begitu bangga nereka jadi fifuran majalah porno,Denny Setyo: Gila aja begitu bangga nereka jadi fifuran majalah porno,0
1522,Basuki Rahmad,Surga nya para lelaki,Basuki Rahmad: Surga nya para lelaki,1
1523,Sayfudin Ahmad,Next bkin video scandal,Sayfudin Ahmad: Next bkin video scandal,1
1524,Gradefoldarz,sarannya biar pasanganmu seneng terus klo lgi dirumah pake tanktop aja kyk gitu bawahnya pke gstring/daleman yg ukurannya super small & high cut atau gak usah pake apa apa aja dijamin pasanganmu betah dirumah,Gradefoldarz: sarannya biar pasanganmu seneng terus klo lgi dirumah pake tanktop aja kyk gitu bawahnya pke gstring/daleman yg ukurannya super small & high cut atau gak usah pake apa apa aja dijamin pasanganmu betah dirumah,1
1525,ani anastasha,Cari pacar ini no wa ku 0856_4976_6067 yang merasa cocok langsung aja,ani anastasha: Cari pacar ini no wa ku 0856_4976_6067 yang merasa cocok langsung aja,1
1526,Ononanshop,loniiiiiii ... face sensualnya emang bikin kuntungan ditusuk ,Ononanshop: loniiiiiii ... face sensualnya emang bikin kuntungan ditusuk ,0
1527,Eldi Joe,thankz kakak buat tips sex  mantap info....,Eldi Joe: thankz kakak buat tips sex  mantap info....,0
1528,Gilang Aditya,percuma klo tontonan indonesia. gk bikin sange,Gilang Aditya: percuma klo tontonan indonesia. gk bikin sange,1
1529,Ari Fadli,Beuhg njiir gak nahan tubuhnya tetenya juga ,Ari Fadli: Beuhg njiir gak nahan tubuhnya tetenya juga ,1
1530,agung prasetyo,Pengen ngemut kaya nya seger,agung prasetyo: Pengen ngemut kaya nya seger,1
1531,Alfin Adam,"Ceritanya gak menarik.. Tapi itunya,... Mendorong","Alfin Adam: Ceritanya gak menarik.. Tapi itunya,... Mendorong",0
1532,Partygoers,"sialan seksi dan payudara alami, apa yang usianya","Partygoers: sialan seksi dan payudara alami, apa yang usianya",1
1533,Muhammad Luthfi,Cantik seksi tp sayang di bagi2 :v,Muhammad Luthfi: Cantik seksi tp sayang di bagi2 :v,0
1534,ValLano Sembilan Lima,boleh dong cobain gayanya sama sasa,ValLano Sembilan Lima: boleh dong cobain gayanya sama sasa,1
1535,Sahabatnya Ocong,Hanya bokep yg mempersatukan INDONESIA !!!,Sahabatnya Ocong: Hanya bokep yg mempersatukan INDONESIA !!!,0
1536,Prasetyo Tyo,Paling suka deh kalau  telanjang dong biar lebih bagi lingrie orng lain boleh,Prasetyo Tyo: Paling suka deh kalau  telanjang dong biar lebih bagi lingrie orng lain boleh,0
1537,agi beatsgi,Ini fix gak usah ganti ini inem yg paling inem pokonya.. tinggal aku gak mau terus ya? hhahahaha,agi beatsgi: Ini fix gak usah ganti ini inem yg paling inem pokonya.. tinggal aku gak mau terus ya? hhahahaha,0
1538,Bocah Kampung,Ikutnya susu Inem mendesah ada untuk bercinta dong,Bocah Kampung: Ikutnya susu Inem mendesah ada untuk bercinta dong,0
1539,Indo entertaiment,next tutorial ngewe ya ada aktor sama artisnya,Indo entertaiment: next tutorial ngewe ya ada aktor sama artisnya,1
1540,Erf4hmy Rzl,Lagi donk...very nice,Erf4hmy Rzl: Lagi donk...very nice,0
1541,Agus amir Hamzah,Sasha aku jatuh nafsu melihat indahnya tubuhmu..,Agus amir Hamzah: Sasha aku jatuh nafsu melihat indahnya tubuhmu..,1
1542,YUNAZUZA NAGASAWA,542HD: OKE DEH DX SYG SIEP MANTAP!!,YUNAZUZA NAGASAWA:2542HD: OKE DEH DX SYG SIEP MANTAP!!,1
1543,Riky Martien,ya indonesia wante mobil om.. ,Riky Martien: ya indonesia wante mobil om.. ,0
1544,Akan Kristian,"Nontonnya untuk teaser, BTS dan punya DI YANG ASEWAIT !","Akan Kristian: Nontonnya untuk teaser, BTS dan punya DI YANG ASEWAIT !",0
1545,Nona Manis,Ynag putih toket nya mantepp,Nona Manis: Ynag putih toket nya mantepp,1
1546,Alvin Suharjo,Mmang mantap tania ayu,Alvin Suharjo: Mmang mantap tania ayu,1
1547,fery fd,Oootasibundani: Ini siapanya join ass ,fery fd: Oootasibundani: Ini siapanya join ass ,0
1548,Becek Story,Udah pngalaman bgd y mbak ,Becek Story: Udah pngalaman bgd y mbak ,0
1549,Agus amir Hamzah,Lumayan buat bahan coli gan,Agus amir Hamzah: Lumayan buat bahan coli gan,0
1550,Septianto Wawan,"Di telen smpek ndut,  toh km depan mulut nya","Septianto Wawan: Di telen smpek ndut,  toh km depan mulut nya",0
1551,Tamvan Vemberani,komentar semua pada otak mesum ,Tamvan Vemberani: komentar semua pada otak mesum ,1
1552,zeni mustofa,"CITRA BERANI MEKALIANAN Empung Malam jum'at kan beberapa ke dan buat bahan bakar api neraka., ih seram","zeni mustofa: CITRA BERANI MEKALIANAN Empung Malam jum'at kan beberapa ke dan buat bahan bakar api neraka., ih seram",0
1553,Maskur Uin,jogjakarta ada tidak ya? komunitasnya,Maskur Uin: jogjakarta ada tidak ya? komunitasnya,0
1554,Reza Fernandes,Suaranya bagus juga g ya..bikin penasaran kurang.....asikkkk,Reza Fernandes: Suaranya bagus juga g ya..bikin penasaran kurang.....asikkkk,0
1555,bagus wardhana21,sukses selalu untuk Om Mobi .. (y) ;),bagus wardhana21: sukses selalu untuk Om Mobi .. (y) ;),1
1556,ABDANALK,ada nipple slip di menit 4.11,ABDANALK: ada nipple slip di menit 4.11,0
1557,Muhammad Rizqi Pratama,Seems like good self promotion,Muhammad Rizqi Pratama: Seems like good self promotion,1
1558,Randa putra,kondam merek ap yg biasa di sukai kak sassha??,Randa putra: kondam merek ap yg biasa di sukai kak sassha??,1
1559,Zaenal Arief,Wow memexnya kayak ap tu.,Zaenal Arief: Wow memexnya kayak ap tu.,1
1560,Ahmad Hariski,Bosen lama lama lagi sihh...,Ahmad Hariski: Bosen lama lama lagi sihh...,0
1561,Sheriff el basheer,Cocok bgt min.. idola ane bgt selaen grace iskandar.. pertama kali muncul lgsg ngefans berat.. ,Sheriff el basheer: Cocok bgt min.. idola ane bgt selaen grace iskandar.. pertama kali muncul lgsg ngefans berat.. ,1
1562,Reno Marta,"kalau ku pasang kondom trus  ku tusukkan ke goamu ,,","Reno Marta: kalau ku pasang kondom trus  ku tusukkan ke goamu ,,",1
1563,Harison Ocon,Si inem telat mikir untuk segera anu ,Harison Ocon: Si inem telat mikir untuk segera anu ,0
1564,om gabel,"Ga usah cari majikan baru nem,","om gabel: Ga usah cari majikan baru nem,",0
1565,Zidny Syauqia,"Dadanya kurang montok,,,serius","Zidny Syauqia: Dadanya kurang montok,,,serius",1
1566,be one,0:25 yeah imagine your boobs,be one: 0:25 yeah imagine your boobs,1
1567,Dimas JOT,"Mau masak apa ja terserah yg gw mau cuma tt nya ama kmu,,,hhmmmmm","Dimas JOT: Mau masak apa ja terserah yg gw mau cuma tt nya ama kmu,,,hhmmmmm",0
1568,OJOL GAMING,"Apakah mengeluarkan sperma bikin cepat nama.a,hayuus stramid=7]Ancontohnya... ","OJOL GAMING: Apakah mengeluarkan sperma bikin cepat nama.a,hayuus stramid=7]Ancontohnya... ",0
1569,channel masa kini,Lagi casting kayu bakar,channel masa kini: Lagi casting kayu bakar,1
1570,Hendi Donquixote,ampe crooottt nontonnya,Hendi Donquixote: ampe crooottt nontonnya,0
1571,Saipul Pp,siapa yg fokus terus liat dadanya.,Saipul Pp: siapa yg fokus terus liat dadanya.,0
1572,NPSH,"jorok bgt sih bro katanya udah punya istri,ntar bininya stroke loh","NPSH: jorok bgt sih bro katanya udah punya istri,ntar bininya stroke loh",1
1573,Arya Reza,"Kurang hot,, pake bh aja harusnya","Arya Reza: Kurang hot,, pake bh aja harusnya",0
1574,Qvizor,itu toket bertato irene bikin gw sange,Qvizor: itu toket bertato irene bikin gw sange,1
1575,A Hy,Beban hidup Inem berat tuh,A Hy: Beban hidup Inem berat tuh,1
1576,Fabian Junior,Di Obral...di Obral...,Fabian Junior: Di Obral...di Obral...,1
1577,Ahmad Bastian,"seng foto sak kampung. Jadi Nyonya Gege lagi cari yang perlu ditinggal ini dia aureliyah tumpe di tempat gamin tapi gak fokus ke tengah telanjang sambil pada pacar lo tak kusworder, yaahh porncitarii masih salah biar yg mbantuin  mba SASSHA","Ahmad Bastian: seng foto sak kampung. Jadi Nyonya Gege lagi cari yang perlu ditinggal ini dia aureliyah tumpe di tempat gamin tapi gak fokus ke tengah telanjang sambil pada pacar lo tak kusworder, yaahh porncitarii masih salah biar yg mbantuin  mba SASSHA",0
1578,Andro False,Anjir nama Tania ada di 13 dari 18 komen disini :) the power of tits,Andro False: Anjir nama Tania ada di 13 dari 18 komen disini :) the power of tits,1
1579,Eko CENEL,Mampir gan ke cenel aku,Eko CENEL: Mampir gan ke cenel aku,1
1580,Acan,Mbak. Tania ayu ..kandidat juara,Acan: Mbak. Tania ayu ..kandidat juara,0
1581,Hend Puji,"Seharusnya di praktekin, maksudnya apa ya...?","Hend Puji: Seharusnya di praktekin, maksudnya apa ya...?",0
1582,oki faizal,lg pengen di isep nih. chat yaa,oki faizal: lg pengen di isep nih. chat yaa,1
1583,SI BEHA,jadi pengen coli lagi ahhh...aaahh....crot,SI BEHA: jadi pengen coli lagi ahhh...aaahh....crot,1
1584,tHor Ric As Syabab,kapan nih bikin adegan inem ngentod sama si tuan?? ,tHor Ric As Syabab: kapan nih bikin adegan inem ngentod sama si tuan?? ,1
1585,Adam Mp,tdk tahan saya lihatNya,Adam Mp: tdk tahan saya lihatNya,0
1586,Indah Fajar Suryani,emng apa salahnya fans lo duduk di rumah tampil pake bh sama g sih ?,Indah Fajar Suryani: emng apa salahnya fans lo duduk di rumah tampil pake bh sama g sih ?,0
1587,fadhil arief,The fat hills... so cute...,fadhil arief: The fat hills... so cute...,1
1588,Muhammad Sururi,"judulnya diganti grace di senaok ngentot,,rupih suruh ke aplikasi ","Muhammad Sururi: judulnya diganti grace di senaok ngentot,,rupih suruh ke aplikasi ",0
1589,Rizki Speed,"lumayan aah,, dari pada ngintip orang mandi di sungai wkwkwkwk","Rizki Speed: lumayan aah,, dari pada ngintip orang mandi di sungai wkwkwkwk",1
1590,Wahyu Nurkholis,haha apaan nih.. kok gini hae hae,Wahyu Nurkholis: haha apaan nih.. kok gini hae hae,1
1591,Asep Hidayat,Ka mau dong di ajaria mbanya?,Asep Hidayat: Ka mau dong di ajaria mbanya?,0
1592,Agus Setiawan,Kurang sexy yang lebih hot dong kak video lainnya hahaha ,Agus Setiawan: Kurang sexy yang lebih hot dong kak video lainnya hahaha ,0
1593,Anggoro Putra,Ora usah ganti oli semikit lebih seru semule,Anggoro Putra: Ora usah ganti oli semikit lebih seru semule,0
1594,Fadil Fadilah,Bagi nomor wa nya donk,Fadil Fadilah: Bagi nomor wa nya donk,0
1595,Nagato Ramadhan,Habis puasa lihat toket nya,Nagato Ramadhan: Habis puasa lihat toket nya,0
1596,Yayan Septiansyah Yayan,Kalo aku yang pegang itunya boleh gak,Yayan Septiansyah Yayan: Kalo aku yang pegang itunya boleh gak,1
