,author,comment,line,true
526,Wasini Ronatika Wasini Ronatika,ya alloh  tega  benar  perampok  tak  punya  hati nurani??,Wasini Ronatika Wasini Ronatika: ya alloh  tega  benar  perampok  tak  punya  hati nurani??,1
527,Awin Awin Setya Mulyani,gimbal mukiyo cocote Mario Teguh,Awin Awin Setya Mulyani: gimbal mukiyo cocote Mario Teguh,1
528,NANMAI Craft,Semoga harta bapak yang ada diakhirat terkumpul banyak,NANMAI Craft: Semoga harta bapak yang ada diakhirat terkumpul banyak,1
529,Angga Syahputra,"ALLHAULLOH MAHA ADIL......... iTU...... KEDUA - INDONESIA KEDEPAN.MEREKA MASUK SURGA,","Angga Syahputra: ALLHAULLOH MAHA ADIL......... iTU...... KEDUA - INDONESIA KEDEPAN.MEREKA MASUK SURGA,",0
530,Ella Chairunissa,Cawapres model gini tmbah rusak indo,Ella Chairunissa: Cawapres model gini tmbah rusak indo,1
531,Kheat Cheeng,Kya ada yg mau mnjatuhkn dr slah stu y,Kheat Cheeng: Kya ada yg mau mnjatuhkn dr slah stu y,1
532,Gede Doni Agustina,"kenapa ya kalau di suruh menganggapi jawaban pasangan lawan malah jawab sendiri, ga ngerti ya?","Gede Doni Agustina: kenapa ya kalau di suruh menganggapi jawaban pasangan lawan malah jawab sendiri, ga ngerti ya?",1
533,Dramawan abhi,"Tukang culik bisa maju, tuk berkembang nanti, di atas lebih mendalamnya kembalikan lg ke daerah dan programnya.maksa ibu Ani dan jajaran Safe Efendi* jg bisa kerja di ingat ingat!!!","Dramawan abhi: Tukang culik bisa maju, tuk berkembang nanti, di atas lebih mendalamnya kembalikan lg ke daerah dan programnya.maksa ibu Ani dan jajaran Safe Efendi* jg bisa kerja di ingat ingat!!!",0
534,Hermawan,"jangan langget, gawe ndang hahha","Hermawan: jangan langget, gawe ndang hahha",0
535,Yudie rhaffaone,"Merinding liat video ini.Hebat bapak, pahala berlipat ganda yg akan anda dapat...","Yudie rhaffaone: Merinding liat video ini.Hebat bapak, pahala berlipat ganda yg akan anda dapat...",1
536,kojez jez,Puspok dari dulu  biar dia rasakan sakit lagi ,kojez jez: Puspok dari dulu  biar dia rasakan sakit lagi ,0
537,Dela Dela,"iya pak bantaaaaa dn kerja nyata ,dia pancasila itu gk di siplin, klhtifks tinggal segera.","Dela Dela: iya pak bantaaaaa dn kerja nyata ,dia pancasila itu gk di siplin, klhtifks tinggal segera.",0
538,MUHAMMAD RIZ SINGGIH,Itu yg dislike keterlaluan boleh tu. Gua kaya lu ke nusakambangan.,MUHAMMAD RIZ SINGGIH: Itu yg dislike keterlaluan boleh tu. Gua kaya lu ke nusakambangan.,0
539,muhamad gojali,Ini lah namanya hilang sama orang bekasi. ,muhamad gojali: Ini lah namanya hilang sama orang bekasi. ,0
540,Linta Rosmalinda,Mati sia sibuk tapi pada kapok yaa pak,Linta Rosmalinda: Mati sia sibuk tapi pada kapok yaa pak,0
541,Serli Marlena Serli,"Orang indonesia itu gak tegaan lihat orang yg g punya,,,terus dimanfaatkan","Serli Marlena Serli: Orang indonesia itu gak tegaan lihat orang yg g punya,,,terus dimanfaatkan",1
542,Ukyn marthoni,Tambah gjd palestina negara'nya biasax,Ukyn marthoni: Tambah gjd palestina negara'nya biasax,0
543,Aad Swat,untung msh di kempasin....kalo di ......??????......apa ga serem tuh,Aad Swat: untung msh di kempasin....kalo di ......??????......apa ga serem tuh,1
544,anaarilhamdianaby181,SLNT THR AC juga sudah kuliat sendiri  cuma GELANASTISWA ...mimpi kaleeeee. . ,anaarilhamdianaby181: SLNT THR AC juga sudah kuliat sendiri  cuma GELANASTISWA ...mimpi kaleeeee. . ,0
545,Mario Rio,ibu risma merasa amanah muatan. Semoga terus sukses nanti. Amin,Mario Rio: ibu risma merasa amanah muatan. Semoga terus sukses nanti. Amin,0
546,Johnny s,"Malah nanya kenapa berani melawan,","Johnny s: Malah nanya kenapa berani melawan,",1
547,Abcdeek Haerul,Tahun deh.. gara2 jumpa kan kok bangga..tar krup lagi..uang yg sulit dipanggil dengan tenaganya ingin hidup.. kalo masih di injak indonesia ku akan hancur di tmptkan senjata kalau anak2 jalanan yg kerjanya bro. buktinya dia sendiri sebelum meninggal dalam kolong. Mana penganutunya dengan salah satu dari 2 cara. Mati kena raza sama kia. ,Abcdeek Haerul: Tahun deh.. gara2 jumpa kan kok bangga..tar krup lagi..uang yg sulit dipanggil dengan tenaganya ingin hidup.. kalo masih di injak indonesia ku akan hancur di tmptkan senjata kalau anak2 jalanan yg kerjanya bro. buktinya dia sendiri sebelum meninggal dalam kolong. Mana penganutunya dengan salah satu dari 2 cara. Mati kena raza sama kia. ,0
548,Ijah Caler,mau mti ja ya bro bgmna marah nya  semua  di ksh jempol  biar kapok yg empuk di balik tikusi modal neraka nama nya tp tutup segitu,Ijah Caler: mau mti ja ya bro bgmna marah nya  semua  di ksh jempol  biar kapok yg empuk di balik tikusi modal neraka nama nya tp tutup segitu,0
549,feri feri Aja,siapa blg demokrat bingung.demokrat konsisten.dn demokrat jg dperhitungkn dlm kdua poros.,feri feri Aja: siapa blg demokrat bingung.demokrat konsisten.dn demokrat jg dperhitungkn dlm kdua poros.,1
550,Siti Fatimah,"Bahasa Indonesia  kan  2  I   semua  tuk di akhirat , ,","Siti Fatimah: Bahasa Indonesia  kan  2  I   semua  tuk di akhirat , ,",0
551,gina dankit,Udh ganteng sopan cerdas anak pesantren ngapain kesana .. kok jadi bintang jejakn perut dan menjadi awal dari pda jihad oleh mereka yg baik           Itu dki utk kakek itu semua kembali ke kpuduli sampai skrg bro....,gina dankit: Udh ganteng sopan cerdas anak pesantren ngapain kesana .. kok jadi bintang jejakn perut dan menjadi awal dari pda jihad oleh mereka yg baik           Itu dki utk kakek itu semua kembali ke kpuduli sampai skrg bro....,0
552,Toiyyifa Novita,"Air mani bang bara masuk tv juga semua sukabupaten kaya tuna nich beli indonesia , kalo ditanya knp g d curigai nya","Toiyyifa Novita: Air mani bang bara masuk tv juga semua sukabupaten kaya tuna nich beli indonesia , kalo ditanya knp g d curigai nya",0
553,Bima Aji,subhanallah berkah terus ya pak semoga Allah senantiasa melancarkan rezeki bapak dan mampu menolong mereka yang membutuhkan. ,Bima Aji: subhanallah berkah terus ya pak semoga Allah senantiasa melancarkan rezeki bapak dan mampu menolong mereka yang membutuhkan. ,1
554,Baby Cute 8989,Kalau di tangkap itu Penjahat..Gak Cukup hanya di Penjara atau Hukum Mati..tapi harus di siksa jika Para penjahat itu tidak terbukti Psikopat.,Baby Cute 8989: Kalau di tangkap itu Penjahat..Gak Cukup hanya di Penjara atau Hukum Mati..tapi harus di siksa jika Para penjahat itu tidak terbukti Psikopat.,1
555,Clair Rampas A,"kenapa kalian itu tidak akan menjadi milik anak cucu kalau anak tidak ditampilkan, saya juga bisa seperti beliau, yg ngajarin kejahatan dibawah kemana hahahaa","Clair Rampas A: kenapa kalian itu tidak akan menjadi milik anak cucu kalau anak tidak ditampilkan, saya juga bisa seperti beliau, yg ngajarin kejahatan dibawah kemana hahahaa",0
556,Us Cilacap25,Semakin rame ya pak..berkah barokah amiin,Us Cilacap25: Semakin rame ya pak..berkah barokah amiin,1
557,Xhiko Shiro,Woiii DDT duluu jadiin!!!!!! Gblok bener dah makin padet jalurnya makin ketahan mlu dah krl,Xhiko Shiro: Woiii DDT duluu jadiin!!!!!! Gblok bener dah makin padet jalurnya makin ketahan mlu dah krl,1
558,Yuny Citra,takut klu togel gk tau mdukung indon jijik lh...,Yuny Citra: takut klu togel gk tau mdukung indon jijik lh...,0
559,Barani Silalahi,"Singkirkan dulu masalah embel2 HAM, toh para geng itu ga peduli HAM kok, utk apa dibela2 HAM nantinya.... ","Barani Silalahi: Singkirkan dulu masalah embel2 HAM, toh para geng itu ga peduli HAM kok, utk apa dibela2 HAM nantinya.... ",1
560,Ridhomu Lisa,ini  orang  pribumi  gini  baru  klarifikasi   ,Ridhomu Lisa: ini  orang  pribumi  gini  baru  klarifikasi   ,0
561,Om Bornea,"30 kbtir ga lulus pas petugas ya begitu,, ga da duit pake ada siapa pihak keamanan. ","Om Bornea: 30 kbtir ga lulus pas petugas ya begitu,, ga da duit pake ada siapa pihak keamanan. ",0
562,eka setya sejati eka.s.sejati,kalau koruptor bela penyinyir ples penghianat rakyat ya wajar kan sepaket mereka ...,eka setya sejati eka.s.sejati: kalau koruptor bela penyinyir ples penghianat rakyat ya wajar kan sepaket mereka ...,1
563,Boini Jaya,lucu kami pengusaha EMAS dan saudara kita yang melimpah rezekinya ya allah...  ini pencitraan pak,Boini Jaya: lucu kami pengusaha EMAS dan saudara kita yang melimpah rezekinya ya allah...  ini pencitraan pak,0
564,OMK St. Paulus Soromintan 2017,mirissss...tuh...syapeksekou bu risma.. ,OMK St. Paulus Soromintan 2017: mirissss...tuh...syapeksekou bu risma.. ,0
565,Raka Boby,Jika Jabar ingin maju pilih nomor 1 yakin aslina ieumah nupenting mah gubernur na wakil mah kumaha gubernur hidup RINDU!,Raka Boby: Jika Jabar ingin maju pilih nomor 1 yakin aslina ieumah nupenting mah gubernur na wakil mah kumaha gubernur hidup RINDU!,1
566,Hazrina Priyanta,Waww  keren tangga  sebelah dia mau naik nggk ya  ? Apa dia pilih berjalan kaki,Hazrina Priyanta: Waww  keren tangga  sebelah dia mau naik nggk ya  ? Apa dia pilih berjalan kaki,1
567,Rifky Oktavianur,Pecat aja terus.. nnti keadilan bukannya kebalik?!! sebagai seorang motivator kondang yang tidak mengakui ALLAH swt. Amin. ,Rifky Oktavianur: Pecat aja terus.. nnti keadilan bukannya kebalik?!! sebagai seorang motivator kondang yang tidak mengakui ALLAH swt. Amin. ,0
568,Miranif Himawan,"Di era jokowi banyak preman jdi teroris  walopun km , dimungkang doang yg pake kacamata tahun 2008 sdh anak secara fakta bukan anaknya :v","Miranif Himawan: Di era jokowi banyak preman jdi teroris  walopun km , dimungkang doang yg pake kacamata tahun 2008 sdh anak secara fakta bukan anaknya :v",0
569,Ma Di,Saya  Rakyat  Indonesia     tetep  mendukung  dn  memilih  pak  Prabowo...dari  dulu  smpai  thn  depan....smoga  pak  Prabowo  menjadi  presiden  yg  di  senangin  umat...mari  merapat  yg  mendukung...yg  ngak  cmpak  kan   kelaut   ...!!! Tetep  semangat  45...!!,Ma Di: Saya  Rakyat  Indonesia     tetep  mendukung  dn  memilih  pak  Prabowo...dari  dulu  smpai  thn  depan....smoga  pak  Prabowo  menjadi  presiden  yg  di  senangin  umat...mari  merapat  yg  mendukung...yg  ngak  cmpak  kan   kelaut   ...!!! Tetep  semangat  45...!!,1
570,Nur Aini,"Hukum mati aja semua nya pak,,,biar cpt ktangkep","Nur Aini: Hukum mati aja semua nya pak,,,biar cpt ktangkep",0
571,rizky Bagaas,Mampus mampus..dishub anjink ..makan duit haram mulu,rizky Bagaas: Mampus mampus..dishub anjink ..makan duit haram mulu,1
572,Toko Sby,"Waahhh,,, mantef lgi..buat lu tangkp...hhhhh","Toko Sby: Waahhh,,, mantef lgi..buat lu tangkp...hhhhh",0
573,Kiyu Kiyu,Tolong bantu mereka ..mereka sodara2 kita,Kiyu Kiyu: Tolong bantu mereka ..mereka sodara2 kita,1
574,rudi gunawan,pak mario orang pinter jadi kalau bikin alibi pasti perpect. tapi  kalau kebohongan pasti kebongkar juga,rudi gunawan: pak mario orang pinter jadi kalau bikin alibi pasti perpect. tapi  kalau kebohongan pasti kebongkar juga,1
575,ikam fauzi,Kereeeen...BARU ADALAH SEMUA MEMBUNUH SESAMA.,ikam fauzi: Kereeeen...BARU ADALAH SEMUA MEMBUNUH SESAMA.,0
576,april bunga,jangan di liat dari kebohongan ,april bunga: jangan di liat dari kebohongan ,0
577,Astawa Made,Koster  apa  seh  perestasinya  pendukumg nya  teriak2  basange  wareg  maan  nasi  bungkus  suud  ento  ngetuh  hahahaha,Astawa Made: Koster  apa  seh  perestasinya  pendukumg nya  teriak2  basange  wareg  maan  nasi  bungkus  suud  ento  ngetuh  hahahaha,1
578,Awan Malam,ketua bem UI ZT coba dikirim kesini ...paling terkencing2...Bravo TNI..,Awan Malam: ketua bem UI ZT coba dikirim kesini ...paling terkencing2...Bravo TNI..,1
579,em esyy,"orang indonesia tak pernah di interogasi, tp di berita lain sekarang. Coba jaman guburnur ahok.. yg ribut ya timses pertama denger.. its channel/Crafertini Suroboyo dewa ne. Green and goreng2in the mas, to di sawenan lu nanggung x","em esyy: orang indonesia tak pernah di interogasi, tp di berita lain sekarang. Coba jaman guburnur ahok.. yg ribut ya timses pertama denger.. its channel/Crafertini Suroboyo dewa ne. Green and goreng2in the mas, to di sawenan lu nanggung x",0
580,Bandung Cantik,Man of the mahesa Listed : ntong rek sahari topik ,Bandung Cantik: Man of the mahesa Listed : ntong rek sahari topik ,0
581,cocot codot,"Dobol lo, ngomong aja. Klo udh ada korban baru grasa grusu","cocot codot: Dobol lo, ngomong aja. Klo udh ada korban baru grasa grusu",1
582,Iphung Sanjaya,walau ibu nya Mati pun dia masih Memaafkan .... Hebat dia bisa melakukan yang di firmankan tuhan. ,Iphung Sanjaya: walau ibu nya Mati pun dia masih Memaafkan .... Hebat dia bisa melakukan yang di firmankan tuhan. ,1
583,Asa Azza,selamat pak Ganjar ..... lanjutkan tugasnya ......,Asa Azza: selamat pak Ganjar ..... lanjutkan tugasnya ......,1
584,Kahar Kalem,Tetap semangat bapak buat diri mungkin krn telah mencapai urus seseorang ini...,Kahar Kalem: Tetap semangat bapak buat diri mungkin krn telah mencapai urus seseorang ini...,0
585,sadewa pandawa,"Begitu aja bisa viral , gue udah puluhan tahun sering dilemparin pembalut motif bendera jepang kok gak viral juga ya? Apa iya harus coba popok bayi bekas ?","sadewa pandawa: Begitu aja bisa viral , gue udah puluhan tahun sering dilemparin pembalut motif bendera jepang kok gak viral juga ya? Apa iya harus coba popok bayi bekas ?",1
586,lucia hana,"Gak semua penghasilan teroris, yg bikin rusuh dimanapun berada pasti keberapa persoalan ini Jebakan Ditrindah Turky Ariel MT adalah pemikiran kami yang merata di sisiNYA.","lucia hana: Gak semua penghasilan teroris, yg bikin rusuh dimanapun berada pasti keberapa persoalan ini Jebakan Ditrindah Turky Ariel MT adalah pemikiran kami yang merata di sisiNYA.",0
587,Sukendar usam,yang punya mobil aparat kok masih bisa terpilih kah jadi kebawah bukan pemimpin tetapi .kasihan ...dari dulu jangan tidak simpatik bangsa ini,Sukendar usam: yang punya mobil aparat kok masih bisa terpilih kah jadi kebawah bukan pemimpin tetapi .kasihan ...dari dulu jangan tidak simpatik bangsa ini,0
588,Didi coesnadi,salut salut ini ibu bner2 seratus jempol buat kenerja walikota satu ini....ilove u bu,Didi coesnadi: salut salut ini ibu bner2 seratus jempol buat kenerja walikota satu ini....ilove u bu,1
589,Yudi Liem,Kok wajah nya ada aneh duit ama skrg elia palestina dan identifikasi. klo lulung nya partai artis yang kau curang?,Yudi Liem: Kok wajah nya ada aneh duit ama skrg elia palestina dan identifikasi. klo lulung nya partai artis yang kau curang?,0
590,F3N Ok,Ya Allah enaknya di apakan pelaku itu,F3N Ok: Ya Allah enaknya di apakan pelaku itu,1
591,Icah Octavia,TAHEH DIGARAH ... MAJULAH PEMILIK PARTAI YANG JADI CALON PEMIMPIN YG TERHORM,Icah Octavia: TAHEH DIGARAH ... MAJULAH PEMILIK PARTAI YANG JADI CALON PEMIMPIN YG TERHORM,0
592,Ziaful Abdul Aziz,"pembangunanx nya mbah mic : "" anak warga pasrah  jadi yg nama nya ....kalau  ini  menangkap para pelaku  yang kerja jadi ASTUR!!!!  Siip..Jawa timur. ditambah lagi khilafah yg besar di dunia.. ..","Ziaful Abdul Aziz: pembangunanx nya mbah mic : "" anak warga pasrah  jadi yg nama nya ....kalau  ini  menangkap para pelaku  yang kerja jadi ASTUR!!!!  Siip..Jawa timur. ditambah lagi khilafah yg besar di dunia.. ..",0
593,nina cahyo,"pak.jokowi.kok terasa air mata ini..songong aknlah predakorangnya merasa ngasih sedekah kepada org lain"". Bakar aja.. Korupsi masalahnya..","nina cahyo: pak.jokowi.kok terasa air mata ini..songong aknlah predakorangnya merasa ngasih sedekah kepada org lain"". Bakar aja.. Korupsi masalahnya..",0
594,ayu navy fransiska,"ini bisa jd pelajaran bagi yg sudah menikah, kepercayaan adalah komitmen yg paling mendasar.jika tdk ada dasar rasa percaya maka masalah apapun tdk akan pernah bisa diselesaikan. dan ingat!!!kata2 istri adalah do'a bagi suami. dan itu terbukti Krn saya jg seorang istri.","ayu navy fransiska: ini bisa jd pelajaran bagi yg sudah menikah, kepercayaan adalah komitmen yg paling mendasar.jika tdk ada dasar rasa percaya maka masalah apapun tdk akan pernah bisa diselesaikan. dan ingat!!!kata2 istri adalah do'a bagi suami. dan itu terbukti Krn saya jg seorang istri.",1
595,jojhy 10,"uwong. g mungkin jadi pemimpin yang asli orang indonesia. Syurga adalah keharaan adalah hak antara pembelaan yang dilakukan dengan serentaknya in bapaknya, YMS kelakuan ahok yg kerja di tilang poja, dipotong aktivis, dan program kerja dan kritik.","jojhy 10: uwong. g mungkin jadi pemimpin yang asli orang indonesia. Syurga adalah keharaan adalah hak antara pembelaan yang dilakukan dengan serentaknya in bapaknya, YMS kelakuan ahok yg kerja di tilang poja, dipotong aktivis, dan program kerja dan kritik.",0
596,jumantho wae ster,"GRIM CABUL  KARENA  TERMALU  ADA UANG SEMUA, KARMA, Na'uzZin ... ","jumantho wae ster: GRIM CABUL  KARENA  TERMALU  ADA UANG SEMUA, KARMA, Na'uzZin ... ",0
597,Shalsabilla Maharani,2018 gini amat. UN bgtu sbm bgni hadah hadah,Shalsabilla Maharani: 2018 gini amat. UN bgtu sbm bgni hadah hadah,1
598,Ahmad Maulana,"Kalo bukti kerja nyata , yup membunuh ,,, smoga org2 yg menjadi yg tdk berdosa hukum indonesia dan muslimat dan bangsa nya salah satu nya percaya jika Palestina lebih maju, ikut jadi ngak itu gigit lagi. Sbang ni para perasaan ga ngejar tanah gimana ya ","Ahmad Maulana: Kalo bukti kerja nyata , yup membunuh ,,, smoga org2 yg menjadi yg tdk berdosa hukum indonesia dan muslimat dan bangsa nya salah satu nya percaya jika Palestina lebih maju, ikut jadi ngak itu gigit lagi. Sbang ni para perasaan ga ngejar tanah gimana ya ",0
599,BONEK RINDY,"9:19 JUNIAR BERUBAH SAMA SEKALI MOTIVASI BELAJAR SISWA YANG SEMAKIN BERKURANG). Kami harapan yg Suka NKRI, jangan lupa terlihat keji di negara kita","BONEK RINDY: 9:19 JUNIAR BERUBAH SAMA SEKALI MOTIVASI BELAJAR SISWA YANG SEMAKIN BERKURANG). Kami harapan yg Suka NKRI, jangan lupa terlihat keji di negara kita",0
600,MULYA SUNDA MENUJUAKAN-NYA TIDAK MENISTAKAN MANUSIA YANG PALING UDAH JELAS.,ULYA SUNDA MENUJUAKAN-NYA TIDAK MENISTAKAN MANUSIA YANG PALING UDAH JELAS. ,MULYA SUNDA MENUJUAKAN-NYA TIDAK MENISTAKAN MANUSIA YANG PALING UDAH JELAS. ,0
601,Tuti Lismanawati,"Salut sama orang2 yg peduli sm binatang,semoga di limpahkan rizkynya sm allah,amiin","Tuti Lismanawati: Salut sama orang2 yg peduli sm binatang,semoga di limpahkan rizkynya sm allah,amiin",1
602,jumanah sutarzo,Sesak napa loh PKS Gerindra Dan baru tinju. Black prakosooo india kuwe tuh youtuber. itu x yg paling penting seiman gw orang susah pasti gk suka isis karna klarifikasinya itu napsu nya kuliah.ada yng jadi pengemis nanti akn di analisa keurnemem aja...masuk koment trus bahasa indonesiaan msh mulai tanggung jawab siapa?? Siapa yg benar ? lalu dibalik tertentu yg mampu membuat arus anis pak abis pelakunya di entot dr suriah di kampus d akirat...,jumanah sutarzo: Sesak napa loh PKS Gerindra Dan baru tinju. Black prakosooo india kuwe tuh youtuber. itu x yg paling penting seiman gw orang susah pasti gk suka isis karna klarifikasinya itu napsu nya kuliah.ada yng jadi pengemis nanti akn di analisa keurnemem aja...masuk koment trus bahasa indonesiaan msh mulai tanggung jawab siapa?? Siapa yg benar ? lalu dibalik tertentu yg mampu membuat arus anis pak abis pelakunya di entot dr suriah di kampus d akirat...,0
